oldText,newText,sameLength,editDist_0,editDistAbove1,editDistBelow3,editDist_1andcaseChange,punct_diff,ERROR_TYPE
at,at,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
town,town,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
held,held,1,1,0,0,0,0,0
tor,tor,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
purpose,purpose,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
uomiuatiug,nominating,1,0,1,0,0,0,2
aie,are,1,0,0,0,0,0,4
to,to,1,1,0,0,0,0,0
be,be,1,1,0,0,0,0,0
voted,voted,1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
general,general,1,1,0,0,0,0,0
election,election,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
be,be,1,1,0,0,0,0,0
held,held,1,1,0,0,0,0,0
iv,in,1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
state,state,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"Caluoinia,","Caluoinia,",1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
"luesday,","Tuesday,",1,0,0,0,0,0,4
November,November,1,1,0,0,0,0,0
"(J,","6,",0,0,1,1,0,0,1
"190b"";",1906;,0,0,1,1,0,0,1
to,to,1,1,0,0,0,0,0
select,select,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
new,new,1,1,0,0,0,0,0
county,county,1,1,0,0,0,0,0
central,central,1,1,0,0,0,0,0
committee;,committee;,1,1,0,0,0,0,0
aud,aud,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
transact,transact,1,1,0,0,0,0,0
such,such,1,1,0,0,0,0,0
otnei,other,1,0,1,1,0,0,1
sist,sist,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
H!J,83,0,0,0,0,0,0,2
delegates,delegates,1,1,0,0,0,0,0
aud,and,1,0,0,0,0,0,4
all,all,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
said,said,1,1,0,0,0,0,0
held,held,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
each,each,1,1,0,0,0,0,0
precinct,precinct,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
couuty,county,1,0,0,0,0,0,4
ou,on,1,0,0,0,0,0,4
"Saturday,","Saturday,",1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
15th,15th,1,1,0,0,0,0,0
day,day,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Septem-,Septem-,1,1,0,0,0,0,0
"ber,","ber,",1,1,0,0,0,0,0
190ti,1906,0,0,1,1,0,0,1
between,between,1,1,0,0,0,0,0
the',the,0,0,1,1,0,1,5
hours,hours,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
op.,6,0,0,0,0,0,1,5
in.,m.,0,0,1,1,0,0,1
and,and,1,1,0,0,0,0,0
9p.,9,0,0,1,1,0,1,5
in.,p.m.,0,0,0,0,0,0,2
I,That,0,0,0,0,0,0,2
bat,the,1,0,1,0,0,0,2
the,test,0,0,0,0,0,0,2
test,to,0,0,0,0,0,0,2
to,be,1,0,1,1,0,0,1
required,required,1,1,0,0,0,0,0
ot,of,1,0,0,0,0,0,4
every,every,1,1,0,0,0,0,0
persou,person,1,0,0,0,0,0,4
seeking,seeking,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
vote,vote,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
republican,republican,1,1,0,0,0,0,0
ball,ballot,0,0,1,1,0,0,1
jt,at,1,0,0,0,0,0,4
at,said,0,0,0,0,0,0,2
said,prim-,0,0,0,0,0,1,5
A,A,1,1,0,0,0,0,0
present,present,1,1,0,0,0,0,0
boua,bona,1,0,0,0,0,0,4
tide,fide,1,0,0,0,0,0,4
intention,intention,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
supporting,supporting,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
nominees,nominees,1,1,0,0,0,0,0
uf,of,1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
re-,re-,1,1,0,0,0,0,0
publican,publican,1,1,0,0,0,0,0
party,party,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
uext,next,1,0,0,0,0,0,4
ensuing,ensuing,1,1,0,0,0,0,0
That,That,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
basis,basis,1,1,0,0,0,0,0
ot,of,1,0,0,0,0,0,4
apportionment,apportionment,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
gate,gate,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
each,each,1,1,0,0,0,0,0
precinct,precinct,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
couuty,county,1,0,0,0,0,0,4
tor,for,1,0,0,0,0,0,4
each,each,1,1,0,0,0,0,0
15,15,1,1,0,0,0,0,0
votes,votes,1,1,0,0,0,0,0
or,or,1,1,0,0,0,0,0
majority,majority,1,1,0,0,0,0,0
fraction,fraction,1,1,0,0,0,0,0
"thereof,","thereof,",1,1,0,0,0,0,0
cast,cast,1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
Ilou.,Hon.,0,0,0,0,0,0,2
W.,W.,1,1,0,0,0,0,0
S.,S.,1,1,0,0,0,0,0
"SVoods,","Woods,",0,0,1,1,0,0,1
republican,republican,1,1,0,0,0,0,0
nominee,nominee,1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
elec-,elec-,1,1,0,0,0,0,0
tor,tor,1,1,0,0,0,0,0
tor,for,1,0,0,0,0,0,4
president,president,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
vice,vice,1,1,0,0,0,0,0
president,president,1,1,0,0,0,0,0
ot,of,1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
Uuited,United,1,0,0,0,0,0,4
States,States,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
general,general,1,1,0,0,0,0,0
election,election,1,1,0,0,0,0,0
held,held,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
tho,the,1,0,0,0,0,0,4
.-talc,state,0,0,0,0,0,0,2
of,of,1,1,0,0,0,0,0
Cali-,Cali-,1,1,0,0,0,0,0
fornia,fornia,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
Tuesday.,Tuesday.,1,1,0,0,0,0,0
November,November,1,1,0,0,0,0,0
"8,","8,",1,1,0,0,0,0,0
1901,1904,1,0,0,0,0,0,4
give,give,1,1,0,0,0,0,0
tbe,the,1,0,0,0,0,0,4
following,following,1,1,0,0,0,0,0
number,number,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
dele-,dele-,1,1,0,0,0,0,0
elected,elected,1,1,0,0,0,0,0
from,from,1,1,0,0,0,0,0
each,each,1,1,0,0,0,0,0
preciuct,precinct,1,0,0,0,0,0,4
:,:,1,1,0,0,0,0,0
North,North,1,1,0,0,0,0,0
Jackson,Jackson,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
7,7,1,1,0,0,0,0,0
South,South,1,1,0,0,0,0,0
Jackson,Jackson,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
0,6,1,0,0,0,0,0,4
Kast,East,1,0,0,0,0,0,4
Jackson,Jackson,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
5,5,1,1,0,0,0,0,0
West,West,1,1,0,0,0,0,0
Jackson,Jackson,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
6,6,1,1,0,0,0,0,0
Center,Center,1,1,0,0,0,0,0
Jackson-,Jackson-,1,1,0,0,0,0,0
v,5,1,0,0,0,0,0,4
Clinton,Clinton,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
2,2,1,1,0,0,0,0,0
North,North,1,1,0,0,0,0,0
lone,lone,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
0,6,1,0,0,0,0,0,4
South,South,1,1,0,0,0,0,0
lone,lone,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
-0,-7,1,0,0,0,0,0,4
Liueua,Buuena,1,0,1,0,0,0,2
Vista,Vista,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0
.Lancba,Lancha,0,0,1,1,0,0,1
IMaua,Plana-,0,0,0,0,0,1,5
-0,1,0,0,1,1,0,0,1
Volcauo,Volcauo,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
:•{,3,0,0,0,0,0,1,5
Pine,Pine,1,1,0,0,0,0,0
Grove,Grove,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
3,3,1,1,0,0,0,0,0
OJeta,Oleta,1,0,0,0,0,0,4
-0,-0,1,1,0,0,0,0,0
4,4,1,1,0,0,0,0,0
Autelope,Antelope,1,0,0,0,0,0,4
-0,-0,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0
EastSutterCreek,EastSutterCreek,1,1,0,0,0,0,0
0,6,1,0,0,0,0,0,4
WestSutterCreek,WestSutterCreek,1,1,0,0,0,0,0
3,3,1,1,0,0,0,0,0
SouthSutterCrk,SouthSutterCrk,1,1,0,0,0,0,0
v,5,1,0,0,0,0,0,4
North,North,1,1,0,0,0,0,0
Ama*lor,Amador,0,0,1,1,0,0,1
-0,-0,1,1,0,0,0,0,0
2,2,1,1,0,0,0,0,0
North,North,1,1,0,0,0,0,0
Plymouth,Plymouth,1,1,0,0,0,0,0
3,3,1,1,0,0,0,0,0
South,South,1,1,0,0,0,0,0
I'lymouth,Plymouth,0,0,1,1,0,0,1
A,3,1,0,0,0,0,0,4
Drytowu,Drytown,1,0,0,0,0,0,4
-0,-0,1,1,0,0,0,0,0
3,3,1,1,0,0,0,0,0
Forest,Forest,1,1,0,0,0,0,0
Home,Home,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0
Total,Total,1,1,0,0,0,0,0
81,84,1,0,0,0,0,0,4
polling,polling,1,1,0,0,0,0,0
places,places,1,1,0,0,0,0,0
aud,and,1,0,0,0,0,0,4
names,names,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
primary,primary,1,1,0,0,0,0,0
electiou,election,1,0,0,0,0,0,4
otHcers,officers,0,0,0,0,0,0,2
are,are,1,1,0,0,0,0,0
as,as,1,1,0,0,0,0,0
follows,follows,1,1,0,0,0,0,0
:,:,1,1,0,0,0,0,0
Peek;,Peek;,1,1,0,0,0,0,0
"clerk,","clerk,",1,1,0,0,0,0,0
I'red,Fred,0,0,1,1,0,0,1
Eudey;,Eudey;,1,1,0,0,0,0,0
"inspector,","inspector,",1,1,0,0,0,0,0
Joe,Joe,1,1,0,0,0,0,0
(Jarbaiiui.,Garbarini.,0,0,0,0,0,0,2
house—,house—,1,1,0,0,0,0,0
"Judge,","Judge,",1,1,0,0,0,0,0
W.,W.,1,1,0,0,0,0,0
Hutcbens;,Hutchens;,1,0,0,0,0,0,4
"clerk,","clerk,",1,1,0,0,0,0,0
Kob,Rob,1,0,0,0,0,0,4
Heed;,Reed;,1,0,0,0,0,0,4
inspector,inspector,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0
Kobertsou;,Robertson;,1,0,1,1,0,0,1
"clerk,","clerk,",1,1,0,0,0,0,0
K.,K.,1,1,0,0,0,0,0
G.,G.,1,1,0,0,0,0,0
Woolsey;,Woolsey;,1,1,0,0,0,0,0
iu-,in-,1,0,0,0,0,0,4
In,In,1,1,0,0,0,0,0
9,99,0,0,1,1,0,0,1
A.,A.,1,1,0,0,0,0,0
D.,D.,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
sou,son,1,0,0,0,0,0,4
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
doge,doge,1,1,0,0,0,0,0
Fietro,Pietro,1,0,0,0,0,0,4
zautiue,zantine,1,0,1,1,0,0,1
Princess,Princess,1,1,0,0,0,0,0
"Argila,","Argila,",1,1,0,0,0,0,0
who,who,1,1,0,0,0,0,0
produced,produced,1,1,0,0,0,0,0
tlon,tion,1,0,0,0,0,0,4
families,families,1,1,0,0,0,0,0
followed,followed,1,1,0,0,0,0,0
"suit,","suit,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
theso,these,1,0,0,0,0,0,4
set.,set.,1,1,0,0,0,0,0
I,I,1,1,0,0,0,0,0
go,go,1,1,0,0,0,0,0
forfh,forth,1,0,0,0,0,0,4
each,each,1,1,0,0,0,0,0
afternoon,afternoon,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
look,look,1,1,0,0,0,0,0
fore,fore,1,1,0,0,0,0,0
snuset,sunset,1,0,1,1,0,0,1
with,with,1,1,0,0,0,0,0
fresh,fresh,1,1,0,0,0,0,0
curiosity,curiosity,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
see,see,1,1,0,0,0,0,0
withdrawn,withdrawn,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
curtain,curtain,1,1,0,0,0,0,0
falls.,falls.,1,1,0,0,0,0,0
The.,The,0,0,1,1,0,1,5
"give.--,",gives,0,0,0,0,0,1,5
"licclit,","light,",0,0,0,0,0,0,2
the,the,1,1,0,0,0,0,0
damask,damask,1,1,0,0,0,0,0
curtains,curtains,1,1,0,0,0,0,0
glow,glow,1,1,0,0,0,0,0
completely,completely,1,1,0,0,0,0,0
tills,fills,1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
pores.,pores.,1,1,0,0,0,0,0
At,At,1,1,0,0,0,0,0
moder-,moder-,1,1,0,0,0,0,0
"!«'.,","F.,",0,0,0,0,0,0,2
aud,and,1,0,0,0,0,0,4
this,this,1,1,0,0,0,0,0
makes,makes,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
treated,treated,1,1,0,0,0,0,0
wood,wood,1,1,0,0,0,0,0
uurit,unfit,1,0,1,1,0,0,1
for,for,1,1,0,0,0,0,0
places,places,1,1,0,0,0,0,0
exposed,exposed,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
consider-,consider-,1,1,0,0,0,0,0
able,able,1,1,0,0,0,0,0
he:it.,heat.,0,0,1,1,0,0,1
Tho,The,1,0,0,0,0,0,4
best,best,1,1,0,0,0,0,0
wood,wood,1,1,0,0,0,0,0
•,for,1,0,1,0,0,0,2
for,use,1,0,1,0,0,0,2
with,with,1,1,0,0,0,0,0
this,this,1,1,0,0,0,0,0
procass,procass,1,1,0,0,0,0,0
is,is,1,1,0,0,0,0,0
"poplar,","poplar,",1,1,0,0,0,0,0
th&lt;3,the,0,0,0,0,0,0,2
trials,trials,1,1,0,0,0,0,0
Governor,Governor,1,1,0,0,0,0,0
Ueorge,George,1,0,0,0,0,0,4
C.,C.,1,1,0,0,0,0,0
Fardee,Pardee,1,0,0,0,0,0,4
was,was,1,1,0,0,0,0,0
in-,in-,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
bas,has,1,0,0,0,0,0,4
since,since,1,1,0,0,0,0,0
been,been,1,1,0,0,0,0,0
indorsed,indorsed,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
several,several,1,1,0,0,0,0,0
other,other,1,1,0,0,0,0,0
Republican,Republican,1,1,0,0,0,0,0
oounty,county,1,0,0,0,0,0,4
con-,con-,1,1,0,0,0,0,0
ventions,ventions,1,1,0,0,0,0,0
throughout,throughout,1,1,0,0,0,0,0
tbe,the,1,0,0,0,0,0,4
"State,","State,",1,1,0,0,0,0,0
prin-,prin-,1,1,0,0,0,0,0
cipal,cipal,1,1,0,0,0,0,0
among,among,1,1,0,0,0,0,0
which,which,1,1,0,0,0,0,0
was,was,1,1,0,0,0,0,0
tbe,the,1,0,0,0,0,0,4
Sacra-,Sacra-,1,1,0,0,0,0,0
with,with,1,1,0,0,0,0,0
Governor,Governor,1,1,0,0,0,0,0
"Fardee,","Pardee,",1,0,0,0,0,0,4
and,and,1,1,0,0,0,0,0
it,it,1,1,0,0,0,0,0
will,will,1,1,0,0,0,0,0
be,be,1,1,0,0,0,0,0
lie,He,0,0,1,1,0,0,1
is,is,1,1,0,0,0,0,0
without,without,1,1,0,0,0,0,0
doubt,doubt,1,1,0,0,0,0,0
tbe,tbe,1,1,0,0,0,0,0
most,most,1,1,0,0,0,0,0
popular,popular,1,1,0,0,0,0,0
Francisco,Francisco,1,1,0,0,0,0,0
dictating,dictating,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
tbe,the,1,0,0,0,0,0,4
entire,entire,1,1,0,0,0,0,0
tion.,tion.,1,1,0,0,0,0,0
Ihe,The,1,0,0,0,0,0,4
latter,latter,1,1,0,0,0,0,0
has,has,1,1,0,0,0,0,0
been*,been,0,0,1,1,0,1,5
given,given,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
them,them,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
Governor,Governor,1,1,0,0,0,0,0
Fardee,Pardee,1,0,0,0,0,0,4
and,and,1,1,0,0,0,0,0
if,if,1,1,0,0,0,0,0
re-,re-,1,1,0,0,0,0,0
—,—,1,1,0,0,0,0,0
Solauo,Solano,1,0,0,0,0,0,4
Republican.,Republican.,1,1,0,0,0,0,0
HILiL-ln,HILL-ln,0,0,1,1,0,0,1
Nevada,Nevada,1,1,0,0,0,0,0
"City,","City,",1,1,0,0,0,0,0
September,September,1,1,0,0,0,0,0
"1,","1,",1,1,0,0,0,0,0
"1900,","1906,",1,0,0,0,0,0,4
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
wife,wife,1,1,0,0,0,0,0
ot,ot,1,1,0,0,0,0,0
J.,J.,1,1,0,0,0,0,0
"Hill,","Hill,",1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
ber,ber,1,1,0,0,0,0,0
"4,","4,",1,1,0,0,0,0,0
"1006,","1906,",1,0,0,0,0,0,4
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
wife,wife,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
L.,L.,1,1,0,0,0,0,0
"Rotto,","Rotto,",1,1,0,0,0,0,0
"1906,","1906,",1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
wife,wife,1,1,0,0,0,0,0
ot,of,1,0,0,0,0,0,4
J.,J.,1,1,0,0,0,0,0
"Hill,","Hill,",1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
GAKBARINI—,GARBARINI—,1,0,0,0,0,0,4
In,In,1,1,0,0,0,0,0
"Jackson,","Jackson,",1,1,0,0,0,0,0
September,September,1,1,0,0,0,0,0
"4,","4,",1,1,0,0,0,0,0
"1906,","1906,",1,1,0,0,0,0,0
Mrs,Mrs,1,1,0,0,0,0,0
B.,B.,1,1,0,0,0,0,0
M.,M.,1,1,0,0,0,0,0
"Uarbarini,","Garbarini,",1,0,0,0,0,0,4
a,a,1,1,0,0,0,0,0
native,native,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"Italy,","Italy,",1,1,0,0,0,0,0
aged,aged,1,1,0,0,0,0,0
69,69,1,1,0,0,0,0,0
yeara,years,1,0,0,0,0,0,4
11,11,1,1,0,0,0,0,0
KAY—,KAY—,1,1,0,0,0,0,0
Li,In,1,0,1,1,0,0,1
"Jackson,","Jackson,",1,1,0,0,0,0,0
September,September,1,1,0,0,0,0,0
"(i,","6,",0,0,1,1,0,0,1
"190G,","1906,",1,0,0,0,0,0,4
DRYTQWN.,DRYTOWN.,1,0,0,0,0,0,4
UP-TO-DATE,UP-TO-DATE,1,1,0,0,0,0,0
BUSINESS,BUSINESS,1,1,0,0,0,0,0
,MEN.,0,0,0,0,0,0,2
JjGINOCCHIO,GINOCCHIO,0,0,1,1,0,0,1
BRO'S.|,BRO'S,0,0,1,1,0,1,5
HI,DEALERS,0,0,0,0,0,0,2
"""^",IN,1,0,1,1,0,1,5
I,General,0,0,0,0,0,0,2
■&amp;■:■,Merchandise,0,0,0,0,0,0,2
H,"Groceries,",0,0,0,0,0,1,5
*/,Furnishing,0,0,0,0,0,1,5
"Groceries,","Goods,",0,0,0,0,0,0,2
Furnishing,"Shoes,",0,0,0,0,0,1,5
§.,"Boots,",0,0,0,0,0,1,5
Jit,"Paints,",0,0,0,0,0,1,5
"Boots,","Oils,",0,0,0,0,0,0,2
"Paints,","Varnishes,",0,0,0,0,0,0,2
"Oils,",Mining,0,0,0,0,0,1,5
/-TV,"Supplies,",0,0,0,0,0,1,5
"Supplies,","Lumber,",0,0,0,0,0,0,2
"Lumber,","Hardware,",0,0,0,0,0,0,2
"Hardware,","Hay,",0,0,0,0,0,0,2
M,"Grain,",0,0,0,0,0,1,5
"Grain,",etc,0,0,0,0,0,1,5
etc,etc.,0,0,1,1,0,1,5
M,Corner,0,0,0,0,0,0,2
Corner,Main,0,0,0,0,0,0,2
Main,and,0,0,0,0,0,0,2
and,Water,0,0,0,0,0,0,2
Water,St.,0,0,0,0,0,1,5
JACKSON,JACKSON,1,1,0,0,0,0,0
-.;-;,-0,0,0,0,0,0,1,5
-0,-0,1,1,0,0,0,0,0
CALIFORNIA,-0,0,0,0,0,0,0,2
1,CALIFORNIA,0,0,0,0,0,0,2
ii!iiy,L.,0,0,0,0,0,1,5
L.,J.,1,0,0,0,0,0,4
J.,Glavinovich,0,0,0,0,0,1,5
"s.■-..-■-,-...s",McCALL,0,0,0,0,0,0,2
".■-..-■-,-",BAZAAR,0,0,0,0,0,1,5
...,PATTERNS,0,0,0,0,0,1,5
I,LEADING;,0,0,0,0,0,1,5
LEADING;,GROCERY,0,0,0,0,0,1,5
GROCERY,STORE,0,0,0,0,0,0,2
•,"Groceries,",0,0,0,0,0,1,5
L^ri^,Dry,0,0,0,0,0,1,5
"Groceries,","Goods,",0,0,0,0,0,0,2
•,Furnishing,0,0,0,0,0,0,2
d,"Goods,",0,0,0,0,0,1,5
Furnishing,"Boots,",0,0,0,0,0,1,5
•,"Shoes,",0,0,0,0,0,1,5
n,Toilet,0,0,0,0,0,0,2
a,"Articles,",0,0,0,0,0,1,5
§,"Hardware,",0,0,0,0,0,1,5
I,Miners',0,0,0,0,0,1,5
:,Sup-,0,0,0,0,0,1,5
•,"plies,",0,0,0,0,0,1,5
j,"Hay,",0,0,0,0,0,1,5
i,"Grain,",0,0,0,0,0,1,5
"plies,",Etc.,0,0,0,0,0,1,5
5,Cor.,0,0,0,0,0,1,5
Cor.,Main,1,0,1,0,0,1,5
Main,&amp;,0,0,0,0,0,1,5
&amp;,Court,1,0,1,0,0,1,5
Court,Streets,0,0,0,0,0,0,2
I,"JACKSON,",0,0,0,0,0,1,5
"JACKSON,",-0,0,0,0,0,0,1,5
-0,-0,1,1,0,0,0,0,0
-0,CAL.,0,0,0,0,0,1,5
CAL.,McCall,0,0,0,0,0,1,5
\,BazaarPalterns,0,0,0,0,0,1,5
J,FINE,0,0,0,0,0,0,2
;,ASSORTMENT,0,0,0,0,0,1,5
FINE,OF—,0,0,0,0,0,0,2
ASSORTMENT,TEA,0,0,0,0,0,0,2
OF—,AND,0,0,0,0,0,0,2
TEA,COFFEE,0,0,0,0,0,0,2
CENTRAL,CENTRAL,1,1,0,0,0,0,0
GROCERY,GROCERY,1,1,0,0,0,0,0
HOUSE,HOUSE,1,1,0,0,0,0,0
I,C..,0,0,0,0,0,1,5
1I,E.,1,0,1,1,0,1,5
1,Olver,0,0,0,0,0,0,2
.0.,&amp;,0,0,0,0,0,1,5
E.,Wm.,0,0,1,1,0,0,1
Olver,J.,0,0,0,0,0,1,5
&amp;,"Nettle,",0,0,0,0,0,1,5
Wm.,"jr.,",0,0,0,0,0,1,5
J.,Proprietors.,0,0,0,0,0,0,2
;,Full,0,0,0,0,0,1,5
;,Line,0,0,0,0,0,1,5
Full,of,0,0,0,0,0,0,2
Line,—,0,0,0,0,0,0,2
\,Fresh,0,0,0,0,0,1,5
;,"Groceries,",0,0,0,0,0,1,5
l,"Fruits,",0,0,0,0,0,1,5
Fresh,Vegetables.,0,0,0,0,0,1,5
;,Fresh,0,0,0,0,0,1,5
;,Fish,0,0,0,0,0,1,5
jjp^fs.,every,0,0,0,0,0,1,5
•,Thursday,0,0,0,0,0,0,2
Fresh,and,0,0,0,0,0,0,2
Fish,Friday.,0,0,0,0,0,1,5
ij,North,0,0,0,0,0,0,2
North,Main,0,0,0,0,0,0,2
Main,Street,0,0,0,0,0,0,2
Street,"Jackson,",0,0,0,0,0,1,5
"Jackson,",Cal.,0,0,0,0,0,1,5
"""""state",state,0,0,1,1,0,0,1
house,house,1,1,0,0,0,0,0
"hotel""",hotel,0,0,1,1,0,1,5
"""■",10th,1,0,1,0,0,0,2
,and,0,0,0,0,0,0,2
(A,K,0,0,1,1,0,0,1
-•'•■■,"Sts.,",0,0,0,0,0,1,5
lOih,"Sacramento,",0,0,0,0,0,1,5
and,Cal.,0,0,0,0,0,1,5
0,American,0,0,0,0,0,0,2
■,and,1,0,1,0,0,0,2
■:,European,0,0,0,0,0,1,5
;,Hotel.,0,0,0,0,0,1,5
-0,MEALS,0,0,0,0,0,0,2
0,25,0,0,1,1,0,0,1
•,Cents,0,0,0,0,0,0,2
0,FREE,0,0,0,0,0,0,2
FREE,BUS.,1,0,1,0,0,1,5
BUS.,WILLIAM,0,0,0,0,0,1,5
WiLLIAM,"LAND,",0,0,0,0,0,1,5
"LAND,",Proprietor.,0,0,0,0,0,1,5
Don't-,Don't,0,0,1,1,0,1,5
forget,forget,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
remnant,remnant,1,1,0,0,0,0,0
"sale,","sale,",1,1,0,0,0,0,0
you,you,1,1,0,0,0,0,0
an,can,0,0,1,1,0,0,1
buy,buy,1,1,0,0,0,0,0
these,these,1,1,0,0,0,0,0
ends,ends,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
half,half,1,1,0,0,0,0,0
"price,","price,",1,1,0,0,0,0,0
ackson,Jackson,0,0,1,1,0,0,1
Shoe,Shoe,1,1,0,0,0,0,0
Store.,Store.,1,1,0,0,0,0,0
The,The,1,1,0,0,0,0,0
Kind,Kind,1,1,0,0,0,0,0
Ton,You,1,0,1,1,0,0,1
Havo,Have,1,0,0,0,0,0,4
Always,Always,1,1,0,0,0,0,0
"Bought,","Bought,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
#NAME?,which,0,0,0,0,0,1,5
has,has,1,1,0,0,0,0,0
been,been,1,1,0,0,0,0,0
■,and,1,0,1,0,0,0,2
:,has,0,0,0,0,0,1,5
^jo-,been,1,0,1,0,0,1,5
i:,made,0,0,0,0,0,1,5
-0,under,0,0,0,0,0,0,2
•,his,1,0,1,0,0,0,2
~ii',per-,1,0,1,0,0,1,5
jd^Jty'?~jPz&gt;f,sonal,0,0,0,0,0,0,2
sonal,supervision,0,0,0,0,0,0,2
supervision,since,0,0,0,0,0,0,2
ijn^e,its,0,0,0,0,0,0,2
its,infancy.,0,0,0,0,0,1,5
&gt;-o*arvjr,Allow,0,0,0,0,0,0,2
t,no,0,0,1,1,0,0,1
/&lt;CUcAMi,one,0,0,0,0,0,0,2
Allow,to,0,0,0,0,0,0,2
no,deceive,0,0,0,0,0,0,2
one,you,1,0,1,0,0,0,2
to,in,1,0,1,1,0,0,1
derive,this.,0,0,0,0,0,1,5
All,All,1,1,0,0,0,0,0
"Counterfeits,","Counterfeits,",1,1,0,0,0,0,0
Imitations,Imitations,1,1,0,0,0,0,0
