oldText,newText,sameLength,editDist_0,NOCORRECTION,editDistAbove1,editDistBelow3,editDist_1andcaseChange,SPELLCHECK,ADDITION,CAPITALIZATION,TYPO
Mining,Mining,1,1,1,0,0,0,0,0,0,0
"EnKineorini?,","Engineering,",0,0,0,0,0,0,0,1,0,0
etc.,etc.,1,1,1,0,0,0,0,0,0,0
ESTABLISHED,ESTABLISHED,1,1,1,0,0,0,0,0,0,0
188J.,1864,0,0,0,0,0,0,0,1,0,0
Occupying,Occupying,1,1,1,0,0,0,0,0,0,0
their,their,1,1,1,0,0,0,0,0,0,0
own,own,1,1,1,0,0,0,0,0,0,0
largo,large,1,0,0,0,0,0,0,0,0,1
"bullulnjr,","building,",0,0,0,0,0,0,0,1,0,0
work-,work-,1,1,1,0,0,0,0,0,0,0
shop,shop,1,1,1,0,0,0,0,0,0,0
ivnd,and,0,0,0,1,1,0,1,0,0,0
laboratories.,laboratories.,1,1,1,0,0,0,0,0,0,0
",",",",1,1,1,0,0,0,0,0,0,0
Groat,Great,1,0,0,0,0,0,0,0,0,1
demand,demand,1,1,1,0,0,0,0,0,0,0
for,for,1,1,1,0,0,0,0,0,0,0
ox-students,ex-students,1,0,0,0,0,0,0,0,0,1
In,in,1,0,0,0,0,1,0,0,1,0
nil,all,1,0,0,1,1,0,1,0,0,0
linos.,lines.,1,0,0,0,0,0,0,0,0,1
Nov.-,New,0,0,0,0,0,0,0,1,0,0
students,students,1,1,1,0,0,0,0,0,0,0
should,should,1,1,1,0,0,0,0,0,0,0
enroll,enroll,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
once.,once.,1,1,1,0,0,0,0,0,0,0
"OAKLAND,","OAKLAND,",1,1,1,0,0,0,0,0,0,0
CAL.,CAL.,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
city,city,1,1,1,0,0,0,0,0,0,0
truateea,trustees,1,0,0,1,1,0,1,0,0,0
met,met,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
mid,and,1,0,0,1,1,0,1,0,0,0
Tuesday,Tuesday,1,1,1,0,0,0,0,0,0,0
ovenlnga,evenings,1,0,0,1,0,0,0,1,0,0
:as,as,0,0,0,1,1,0,1,0,0,0
n,a,1,0,0,0,0,0,0,0,0,1
hoard,board,1,0,0,0,0,0,0,0,0,1
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
BBseftmout,assessment,1,0,0,1,0,0,0,1,0,0
books,books,1,1,1,0,0,0,0,0,0,0
were,were,1,1,1,0,0,0,0,0,0,0
ncoepted,accepted,1,0,0,1,1,0,1,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
offered.,offered.,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
applloatiou,application,1,0,0,1,0,0,0,1,0,0
for,for,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
reduction,reduction,1,1,1,0,0,0,0,0,0,0
wna,was,1,0,0,1,1,0,1,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Anita,Anita,1,1,1,0,0,0,0,0,0,0
Mining,Mining,1,1,1,0,0,0,0,0,0,0
"Company,","Company,",1,1,1,0,0,0,0,0,0,0
which,which,1,1,1,0,0,0,0,0,0,0
aasesstnent,assesstment,1,0,0,1,1,0,1,0,0,0
waa,was,1,0,0,0,0,0,0,0,0,1
leduced,reduced,1,0,0,0,0,0,0,0,0,1
from,from,1,1,1,0,0,0,0,0,0,0
SU'i'.o,"$2,250 ",1,0,0,1,0,0,0,1,0,0
to,to,1,1,1,0,0,0,0,0,0,0
81250*7,"$1,250.00 ",0,0,0,0,0,0,0,1,0,0
Peter,Peter,1,1,1,0,0,0,0,0,0,0
"Uobovicli,","Dabovich,",0,0,0,0,0,0,0,1,0,0
cashier,cashier,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
Hutter,Sutter,1,0,0,0,0,0,0,0,0,1
Creek,Creek,1,1,1,0,0,0,0,0,0,0
State,State,1,1,1,0,0,0,0,0,0,0
Hunk,Bank,1,0,0,1,1,0,1,0,0,0
up,up,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
time,time,1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
"closed,","closed,",1,1,1,0,0,0,0,0,0,0
wan,wan,1,1,1,0,0,0,0,0,0,0
arrested,arrested,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
Butter,Sutter,1,0,0,0,0,0,0,0,0,1
"Gregory,","Gregory,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
brought,brought,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
Jaokson.,Jackson.,1,0,0,0,0,0,0,0,0,1
Tbe,The,1,0,0,0,0,0,0,0,0,1
complaint,complaint,1,1,1,0,0,0,0,0,0,0
hud,had,1,0,0,0,0,0,0,0,0,1
been,been,1,1,1,0,0,0,0,0,0,0
sworn,sworn,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
hafore,before,1,0,0,1,1,0,1,0,0,0
Judge,Judge,1,1,1,0,0,0,0,0,0,0
Utildner,Goldner,0,0,0,0,0,0,0,1,0,0
on,on,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
27th,27th,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
July,July,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
Miohele,Michele,1,0,0,0,0,0,0,0,0,1
"Faoohiauo,","Facchiano,",1,0,0,1,0,0,0,1,0,0
a,a,1,1,1,0,0,0,0,0,0,0
barber,barber,1,1,1,0,0,0,0,0,0,0
he,he,1,1,1,0,0,0,0,0,0,0
chnrges,charges,1,0,0,0,0,0,0,0,0,1
Dabovlch,Dabovlch,1,1,1,0,0,0,0,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
embezzlement,embezzlement,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
8898.70.,$898.70.,1,0,0,0,0,0,0,0,0,1
He,He,1,1,1,0,0,0,0,0,0,0
alleges,alleges,1,1,1,0,0,0,0,0,0,0
that,that,1,1,1,0,0,0,0,0,0,0
he,he,1,1,1,0,0,0,0,0,0,0
placed,placed,1,1,1,0,0,0,0,0,0,0
this',this,0,0,0,1,1,0,1,0,0,0
sum,sum,1,1,1,0,0,0,0,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
bank,bank,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
bo,be,1,0,0,0,0,0,0,0,0,1
sent,sent,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
"Italy,","Italy,",1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
which,which,1,1,1,0,0,0,0,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
kept,kept,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
tbe,tbe,1,1,1,0,0,0,0,0,0,0
hooks.,books.,1,0,0,0,0,0,0,0,0,1
As,As,1,1,1,0,0,0,0,0,0,0
soon,soon,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
they,they,1,1,1,0,0,0,0,0,0,0
hoard,heard,1,0,0,0,0,0,0,0,0,1
of,of,1,1,1,0,0,0,0,0,0,0
Dabovioh'a,Dabovich's,1,0,0,1,1,0,1,0,0,0
predica-,predica-,1,1,1,0,0,0,0,0,0,0
Soracco,Soracco,1,1,1,0,0,0,0,0,0,0
camo,came,1,0,0,0,0,0,0,0,0,1
over,over,1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
Suitor,Sutter,1,0,0,1,1,0,1,0,0,0
Creek,Creek,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
furuishod,furnished,1,0,0,1,1,0,1,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
required,required,1,1,1,0,0,0,0,0,0,0
amount,amount,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"bonds,","bonds,",1,1,1,0,0,0,0,0,0,0
"810,000,","$10,000,",1,0,0,0,0,0,0,0,0,1
to,to,1,1,1,0,0,0,0,0,0,0
restore,restore,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
oecueed,accused,1,0,0,1,0,0,0,1,0,0
This,This,1,1,1,0,0,0,0,0,0,0
criminal,criminal,1,1,1,0,0,0,0,0,0,0
action,action,1,1,1,0,0,0,0,0,0,0
ia,is,1,0,0,0,0,0,0,0,0,1
the,the,1,1,1,0,0,0,0,0,0,0
that,first,0,0,0,0,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
niudillod-up,muddled-up,0,0,0,0,0,0,0,1,0,0
affairs,affairs,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
defunct,defunct,1,1,1,0,0,0,0,0,0,0
criminal,criminal,1,1,1,0,0,0,0,0,0,0
tiiiit.s,suits,0,0,0,0,0,0,0,1,0,0
are,are,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
follow.,follow.,1,1,1,0,0,0,0,0,0,0
Diibo-,Dabo-,0,0,0,1,1,0,1,0,0,0
vloh,vich,1,0,0,1,1,0,1,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
sympathy,sympathy,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
mauy.,many.,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0
He,He,1,1,1,0,0,0,0,0,0,0
was,was,1,1,1,0,0,0,0,0,0,0
merely,merely,1,1,1,0,0,0,0,0,0,0
nn,an,1,0,0,0,0,0,0,0,0,1
employe,employe,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
"bank,","bank,",1,1,1,0,0,0,0,0,0,0
subject,subject,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
orders,orders,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
bis,his,1,0,0,0,0,0,0,0,0,1
superior,superior,1,1,1,0,0,0,0,0,0,0
olllcors.,officers.,1,0,0,1,0,0,0,1,0,0
While,While,1,1,1,0,0,0,0,0,0,0
bo,he,1,0,0,1,1,0,1,0,0,0
must,must,1,1,1,0,0,0,0,0,0,0
have,have,1,1,1,0,0,0,0,0,0,0
known,known,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
tamino,famine,1,0,0,1,1,0,1,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"cash,","cash,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
condi-,condi-,1,1,1,0,0,0,0,0,0,0
tions,tions,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
ntniHi,stress,1,0,0,1,0,0,0,1,0,0
"generally,","generally,",1,1,1,0,0,0,0,0,0,0
ho,he,1,0,0,0,0,0,0,0,0,1
was,was,1,1,1,0,0,0,0,0,0,0
buoyed,buoyed,1,1,1,0,0,0,0,0,0,0
up,up,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
hope,hope,1,1,1,0,0,0,0,0,0,0
that,that,1,1,1,0,0,0,0,0,0,0
every-,every-,1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
departures,departures,1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
strick,strick,1,1,1,0,0,0,0,0,0,0
bank-,bank-,1,1,1,0,0,0,0,0,0,0
Marco,Marco,1,1,1,0,0,0,0,0,0,0
"Horello,","Borello,",1,0,0,0,0,0,0,0,0,1
who,who,1,1,1,0,0,0,0,0,0,0
was,was,1,1,1,0,0,0,0,0,0,0
also,also,1,1,1,0,0,0,0,0,0,0
accused,accused,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
boing,being,1,0,0,0,0,0,0,0,0,1
implicated,implicated,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
sumo,same,1,0,0,1,1,0,1,0,0,0
crime,crime,1,1,1,0,0,0,0,0,0,0
was,was,1,1,1,0,0,0,0,0,0,0
set,set,1,1,1,0,0,0,0,0,0,0
free,free,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
prosecution,prosecution,1,1,1,0,0,0,0,0,0,0
bad,had,1,0,0,0,0,0,0,0,0,1
not,not,1,1,1,0,0,0,0,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
able,able,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
pieous,pieces,1,0,0,1,1,0,1,0,0,0
ot,of,1,0,0,0,0,0,0,0,0,1
timber,timber,1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
"Oregon,","Oregon,",1,1,1,0,0,0,0,0,0,0
which,which,1,1,1,0,0,0,0,0,0,0
will,will,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
used,used,1,1,1,0,0,0,0,0,0,0
In,in,1,0,0,0,0,1,0,0,1,0
the,the,1,1,1,0,0,0,0,0,0,0
erection,erection,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
aa,as,1,0,0,0,0,0,0,0,0,1
soon,soon,1,1,1,0,0,0,0,0,0,0
aa,as,1,0,0,0,0,0,0,0,0,1
they,they,1,1,1,0,0,0,0,0,0,0
are,are,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
place,place,1,1,1,0,0,0,0,0,0,0
about,about,1,1,1,0,0,0,0,0,0,0
pairing,pairing,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
"shaft,","shaft,",1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
will,will,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
some,some,1,1,1,0,0,0,0,0,0,0
THE,THE,1,1,1,0,0,0,0,0,0,0
MENTOO,MEN,0,0,0,0,0,0,0,1,0,0
KNOW,WHO,0,0,0,0,0,0,0,1,0,0
THE,THE,1,1,1,0,0,0,0,0,0,0
SUPERIOR,SUPERIOR,1,1,1,0,0,0,0,0,0,0
QUALITIES,QUALITIES,1,1,1,0,0,0,0,0,0,0
OF,OF,1,1,1,0,0,0,0,0,0,0
",ss^k\\",TOWERS,0,0,0,0,0,0,0,1,0,0
SLICKERS.,SLICKERS.,1,1,1,0,0,0,0,0,0,0
SUITS,SUITS,1,1,1,0,0,0,0,0,0,0
AND,AND,1,1,1,0,0,0,0,0,0,0
HATS,HATS,1,1,1,0,0,0,0,0,0,0
are,are,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
men,men,1,1,1,0,0,0,0,0,0,0
who,who,1,1,1,0,0,0,0,0,0,0
have,have,1,1,1,0,0,0,0,0,0,0
put,put,1,1,1,0,0,0,0,0,0,0
them,them,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
hard-,hard-,1,1,1,0,0,0,0,0,0,0
I,\,1,0,0,0,0,0,0,0,0,1
est,est,1,1,1,0,0,0,0,0,0,0
tests,tests,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
rough-,rough-,1,1,1,0,0,0,0,0,0,0
cst,est,1,0,0,0,0,0,0,0,0,1
weather.,weather.,1,1,1,0,0,0,0,0,0,0
Get,Get,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
original,original,1,1,1,0,0,0,0,0,0,0
Tower's,Tower's,1,1,1,0,0,0,0,0,0,0
Fish,Fish,1,1,1,0,0,0,0,0,0,0
Brand,Brand,1,1,1,0,0,0,0,0,0,0
made,made,1,1,1,0,0,0,0,0,0,0
since,since,1,1,1,0,0,0,0,0,0,0
1836,1836,1,1,1,0,0,0,0,0,0,0
CATALOG,CATALOG,1,1,1,0,0,0,0,0,0,0
rf&gt;CC,FREE,0,0,0,0,0,0,0,1,0,0
FOR,FOR,1,1,1,0,0,0,0,0,0,0
THC,THE,1,0,0,0,0,0,0,0,0,1
fISK/Nd,ASKING,0,0,0,0,0,0,0,1,0,0
*,A,1,0,0,0,0,0,0,0,0,1
J,J,1,1,1,0,0,0,0,0,0,0
TOWTff,TOWER,0,0,0,0,0,0,0,1,0,0
CO,CO,1,1,1,0,0,0,0,0,0,0
"BfJSTON,","BOSTON,",0,0,0,1,1,0,1,0,0,0
U,U,1,1,1,0,0,0,0,0,0,0
6,S,1,0,0,0,0,0,0,0,0,1
A,A,1,1,1,0,0,0,0,0,0,0
ilifilll,SAN,0,0,0,0,0,0,0,1,0,0
put,put,1,1,1,0,0,0,0,0,0,0
them,them,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
hard-,hard-,1,1,1,0,0,0,0,0,0,0
Sept.,Sept.,1,1,1,0,0,0,0,0,0,0
2.—,2.—,1,1,1,0,0,0,0,0,0,0
Joe,Joe,1,1,1,0,0,0,0,0,0,0
"Lyons,","Lyons,",1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
merchant,merchant,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
Grizzly,Grizzly,1,1,1,0,0,0,0,0,0,0
"Kiat,","Flat,",1,0,0,1,1,0,1,0,0,0
was,was,1,1,1,0,0,0,0,0,0,0
thrown,thrown,1,1,1,0,0,0,0,0,0,0
out,out,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
"team,","team,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
received,received,1,1,1,0,0,0,0,0,0,0
Injuries,injuries,1,0,0,0,0,1,0,0,1,0
from,from,1,1,1,0,0,0,0,0,0,0
uncrippled,a,0,0,0,0,0,0,0,1,0,0
mau,crippled,0,0,0,0,0,0,0,1,0,0
by,man,0,0,0,0,0,0,0,1,0,0
the,by,0,0,0,0,0,0,0,1,0,0
name,the,0,0,0,0,0,0,0,1,0,0
of,name,0,0,0,0,0,0,0,1,0,0
Wran-,of,0,0,0,0,0,0,0,1,0,0
bottom,bottom,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
what,what,1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
known,known,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
Sly,Sly,1,1,1,0,0,0,0,0,0,0
,fork,0,0,0,0,0,0,0,1,0,0
fork,"grade,",0,0,0,0,0,0,0,1,0,0
"grade,",when,0,0,0,0,0,0,0,1,0,0
when,one,0,0,0,0,0,0,0,1,0,0
one,horse,0,0,0,0,0,0,0,1,0,0
horse,kicked,0,0,0,0,0,0,0,1,0,0
kicked,at,0,0,0,0,0,0,0,1,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
"other,","other,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
went,went,1,1,1,0,0,0,0,0,0,0
astride,astride,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
tongue.,tongue.,1,1,1,0,0,0,0,0,0,0
One,One,1,1,1,0,0,0,0,0,0,0
ot,ot,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
horses,horses,1,1,1,0,0,0,0,0,0,0
that,that,1,1,1,0,0,0,0,0,0,0
bad,had,1,0,0,0,0,0,0,0,0,1
killed,killed,1,1,1,0,0,0,0,0,0,0
old,old,1,1,1,0,0,0,0,0,0,0
man,man,1,1,1,0,0,0,0,0,0,0
linker,Baker,0,0,0,0,0,0,0,1,0,0
a,a,1,1,1,0,0,0,0,0,0,0
few,few,1,1,1,0,0,0,0,0,0,0
months,months,1,1,1,0,0,0,0,0,0,0
"man,","man,",1,1,1,0,0,0,0,0,0,0
was,was,1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
two.,two.,1,1,1,0,0,0,0,0,0,0
He,He,1,1,1,0,0,0,0,0,0,0
had,had,1,1,1,0,0,0,0,0,0,0
run,run,1,1,1,0,0,0,0,0,0,0
being,being,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
tame,tame,1,1,1,0,0,0,0,0,0,0
ns,as,1,0,0,0,0,0,0,0,0,1
any,any,1,1,1,0,0,0,0,0,0,0
work,work,1,1,1,0,0,0,0,0,0,0
horse,horse,1,1,1,0,0,0,0,0,0,0
aorazy,a,0,0,0,0,0,0,0,1,0,0
spell,crazy,1,0,0,1,0,0,0,1,0,0
he,spell,0,0,0,0,0,0,0,1,0,0
was,he,0,0,0,0,0,0,0,1,0,0
viciously,was,0,0,0,0,0,0,0,1,0,0
malig-,viciously,0,0,0,0,0,0,0,1,0,0
nant,nant,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
frantio.,frantic.,1,0,0,0,0,0,0,0,0,1
The,The,1,1,1,0,0,0,0,0,0,0
other,other,1,1,1,0,0,0,0,0,0,0
horse,horse,1,1,1,0,0,0,0,0,0,0
j,they,0,0,0,0,0,0,0,1,0,0
they,started,0,0,0,0,0,0,0,1,0,0
started,to,0,0,0,0,0,0,0,1,0,0
to,run,0,0,0,0,0,0,0,1,0,0
run,Lyons,0,0,0,0,0,0,0,1,0,0
Lyons,was,0,0,0,0,0,0,0,1,0,0
was,sitting,0,0,0,0,0,0,0,1,0,0
As,As,1,1,1,0,0,0,0,0,0,0
be,he,1,0,0,0,0,0,0,0,0,1
did,did,1,1,1,0,0,0,0,0,0,0
so,so,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
runaway,runaway,1,1,1,0,0,0,0,0,0,0
horse,horse,1,1,1,0,0,0,0,0,0,0
sprang,sprang,1,1,1,0,0,0,0,0,0,0
ran,ran,1,1,1,0,0,0,0,0,0,0
down,down,1,1,1,0,0,0,0,0,0,0
tbe,tbe,1,1,1,0,0,0,0,0,0,0
grade.,grade.,1,1,1,0,0,0,0,0,0,0
"Lyons,","Lyons,",1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
spur,spur,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
"moment,","moment,",1,1,1,0,0,0,0,0,0,0
tried,tried,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
bank,bank,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
wagon,wagon,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
running,running,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
side,side,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
grade.,grade.,1,1,1,0,0,0,0,0,0,0
With,With,1,1,1,0,0,0,0,0,0,0
fearful,fearful,1,1,1,0,0,0,0,0,0,0
velocity,velocity,1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
bf,of,1,0,0,0,0,0,0,0,0,1
ran,ran,1,1,1,0,0,0,0,0,0,0
down,down,1,1,1,0,0,0,0,0,0,0
tbe,the,1,0,0,0,0,0,0,0,0,1
grade.,grade.,1,1,1,0,0,0,0,0,0,0
"Lyons,","Lyons,",1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
"Brae,","Brac,",1,0,0,0,0,0,0,0,0,1
and,and,1,1,1,0,0,0,0,0,0,0
Novelties-,Novelties-,1,1,1,0,0,0,0,0,0,0
such,such,1,1,1,0,0,0,0,0,0,0
"yooUs,","goods,",1,0,0,1,1,0,1,0,0,0
please,please,1,1,1,0,0,0,0,0,0,0
look,look,1,1,1,0,0,0,0,0,0,0
mine,mine,1,1,1,0,0,0,0,0,0,0
over,over,1,1,1,0,0,0,0,0,0,0
first.,first.,1,1,1,0,0,0,0,0,0,0
Prices,Prices,1,1,1,0,0,0,0,0,0,0
aro,are,1,0,0,0,0,0,0,0,0,1
all,all,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
low,low,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
can,can,1,1,1,0,0,0,0,0,0,0
consistently,consistently,1,1,1,0,0,0,0,0,0,0
bo,be,1,0,0,0,0,0,0,0,0,1
made.,made.,1,1,1,0,0,0,0,0,0,0
A,A,1,1,1,0,0,0,0,0,0,0
ONE,ONE,1,1,1,0,0,0,0,0,0,0
PRICK,PRICE,1,0,0,0,0,0,0,0,0,1
STORE.,STORE.,1,1,1,0,0,0,0,0,0,0
Foot,Foot,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Alain,Main,0,0,0,1,1,0,1,0,0,0
"st.,","st.,",1,1,1,0,0,0,0,0,0,0
Jackson,Jackson,1,1,1,0,0,0,0,0,0,0
Reoeipt,Receipt,1,0,0,0,0,0,0,0,0,1
"books,","books,",1,1,1,0,0,0,0,0,0,0
locution,location,1,0,0,0,0,0,0,0,0,1
"blauks,","blanks,",1,0,0,0,0,0,0,0,0,1
deeds,deeds,1,1,1,0,0,0,0,0,0,0
"mortgages,","mortgages,",1,1,1,0,0,0,0,0,0,0
promissory,promissory,1,1,1,0,0,0,0,0,0,0
"votes,","notes,",1,0,0,0,0,0,0,0,0,1
